东江小区,2室1厅,69.49平米,200,28782元/平,2020.05.10,南,精装,中楼层(共18层),1993年建塔楼
同科公寓,3室2厅,148.02平米,870,58776元/平,2020.05.10,西南,精装,高楼层(共24层),2000年建塔楼
祥生瑞和苑,2室2厅,85.97平米,434,50472元/平,2020.05.10,南,其他,高楼层(共12层),2013年建板楼
绿地景汇佳苑,3室2厅,119.05平米,550,46200元/平,2020.05.10,南北,精装,低楼层(共15层),2012年建板楼
东园三村,2室1厅,54.16平米,480,88627元/平,2020.05.10,南,精装,中楼层(共6层),1989年建板楼
绿地新江桥城一期,1室1厅,55.87平米,230,41078元/平,2020.05.10,南,毛坯,高楼层(共15层),2011年建板楼
玉兰香苑(二期),2室1厅,58.98平米,325,55104元/平,2020.05.10,南,其他,中楼层(共6层),1995年建板楼
环球翡翠湾花园(公寓),1室2厅,70.67平米,415,58724元/平,2020.05.10,南,精装,低楼层(共18层),2006年建板楼
绿地东岸涟城,1室1厅,52.01平米,155,29706元/平,2020.05.10,南,毛坯,低楼层(共11层),2008年建板楼
高兴花园,2室1厅,54.43平米,342,62742元/平,2020.05.10,南,精装,低楼层(共6层),1996年建板楼
高境二村,2室1厅,79.67平米,375,47070元/平,2020.05.10,南北,简装,低楼层(共6层),1995年建板楼
和欣国际花园,1室1厅,50.25平米,372,74030元/平,2020.05.10,南,精装,高楼层(共18层),2009年建板楼
吉联大厦,2室1厅,87.64平米,569,64925元/平,2020.05.10,南,精装,中楼层(共28层),2006年建板楼
达城锦园,1室2厅,54.68平米,208,38040元/平,2020.05.10,南,精装,低楼层(共14层),2010年建板楼
君邑地中海(公寓),2室2厅,99.49平米,506,50860元/平,2020.05.10,南,精装,低楼层(共18层),2011年建板楼
荡湾新村,2室1厅,50.89平米,123,24072元/平,2020.05.10,南,简装,中楼层(共5层),1985年建板楼
绿地新江桥城二期,2室1厅,74平米,334,45068元/平,2020.05.10,南北,精装,中楼层(共15层),2011年建板楼
万科悦城,3室2厅,92.4平米,352,38042元/平,2020.05.10,南北,精装,中楼层(共13层),2014年建板楼
永和三村,1室1厅,44.08平米,223,50590元/平,2020.05.10,南,精装,中楼层(共6层),1996年建板楼
万科优诗美地,3室2厅,124.04平米,637,51355元/平,2020.05.10,南,精装,中楼层(共5层),1999年建板楼
星河世纪城,2室2厅,99.23平米,562,56637元/平,2020.05.10,南,简装,中楼层(共24层),2008年建板楼
雅致公寓(莘庄),3室1厅,118.4平米,585,49409元/平,2020.05.10,南西南,精装,高楼层(共24层),1998年建塔楼
南新西园,2室2厅,74.66平米,288,38575元/平,2020.05.10,南,简装,高楼层(共6层),2009年建板楼
荡湾新村,2室1厅,46.42平米,118,25421元/平,2020.05.10,南,精装,高楼层(共6层),1985年建板楼
上置香岛原墅(公寓),2室2厅,98.04平米,298,30396元/平,2020.05.10,南,精装,低楼层(共9层),2012年建板楼
蔷薇新村,2室1厅,72.27平米,284,39298元/平,2020.05.10,南北,简装,低楼层(共6层),1995年建板楼
